AGLC SKU,QUANTITY,SKU DESCRIPTION,Available Cases,Format,Subcategory,THC MIN,THC MAX,THC UOM,CBD MIN,CBD MAX,CBD UOM,EachesPerCase,New SKU This Week, On Sale , Sell Price Per Case , Orginal Price Per Case , Sell Price Per Unit ,MSRP, Recycle Fees Per Case , Deposit Fee Per Case ,Company Name,Brand Name,Product Name,Long Product Description,Merchandising Strategy,Type_(Sub 2 Category),Strain_(Sub 3 Category),Province_of_Origin,Region of Product_(Optional),Extraction Process,Dominant Terpene 1,Dominant Terpene 1 Content (%),Dominant Terpene 2,Dominant Terpene 2 Content (%),Dominant Terpene 3,Dominant Terpene 3 Content (%),Other Terpenes List,Net Content,Content UOM,Piece Qty,Piece Size,DCE (g),Master Case Height_(cm),Master Case Length_(cm),Master Case Width_(cm),Master Case Weight_(kg),External Packaging Material,Each Inner Height_(cm),Each Inner Length_(cm),Each Inner Width_(cm),Each Inner Weight_(grams),GTIN,MasterCaseGTIN
CNB-07305500,0,10th Planet 3.5g Dried Flower,71,Dried Flower,Dried Flower,200,260,mg/g,0,5,mg/g,24,FALSE,FALSE,$593.52,$593.52,$24.73,$34.99, - , - ,Mera Cannabis,Countryside Harvest Reserved,10th Planet,10th Planet Dried Flower,Better / Mainstream,Hybrid,10th Planet,Ontario,,,Caryophyllene,40.0,Myrcene,26.0,Bisabolol,16.0,,3.5,g,1,3.5,3.5,15.24,25.4,20.32,195.04,glass,6.35,0,5.72,119.5,895689001772,20895689001776
CNB-07305698,0,Countryside BOOST Citrus Live Terp Sauce 1.0 g Prefilled Vape Cartridge,58,Vape,Prefilled Vape Cartridge,790,850,mg/g,0,10,mg/g,12,FALSE,FALSE,$325.56,$325.56,$27.13,$38.99, - , - ,Mera Cannabis,Countryside,BOOST Citrus Live Terp Sauce Vape Cartridge,"Potent distillate vape with citrus terp sauce to bring forward flavour and most aromatic terpenes available. Advanced Vapor device cartridge with No-Burn technology that delivers unprecedented terpene flavors, without sacrificing on the big hit. Compatible with 510 thread devices. Device not included.
",Better / Mainstream,Blend,Blend,Ontario,,,Various,0.0,,,,,,1,g,1,1,4.0,10.16,15.24,15.24,94.25,PETE,0.1,12,7.5,3.23,876936000540,10876936000547
CNB-07404551,0,Blue Cherry Pie 10 Pack of Feminized Seeds,86,Seeds,Seeds,0,0,mg/g,0,0,mg/g,6,FALSE,FALSE,$289.38,$289.38,$48.23,$68.99, - , - ,Parkland Flower,Parkland Flower,Frost,"Frost 10 Pack of Feminized Seeds
",Better / Mainstream,Hybrid,Blue Gelato 41 x Cherry Pie,Alberta,,,Various,0.0,,,,,,10,g,10,1,10.0,10.16,10.16,15.24,300,Plastic Seed Vial,0.35,5.08,0.35,0.5,00628011893093,30628011893094
CNB-07404552,0,Blue MAC 10 Pack of Feminized Seeds,91,Seeds,Seeds,0,0,mg/g,0,0,mg/g,6,FALSE,FALSE,$289.38,$289.38,$48.23,$68.99, - , - ,Parkland Flower,Parkland Flower,Fresh,"Fresh 10 Pack of Feminized Seeds
",Better / Mainstream,Hybrid,Blue Gelato x Mac 1,Alberta,,,Various,0.0,,,,,,10,g,10,1,10.0,10.16,10.16,15.24,300,Plastic Seed Vial,0.35,5.08,0.35,0.5,00628011893116,30628011893117
CNB-07404553,0,Cherry Cake 10 Pack of Feminized Seeds,44,Seeds,Seeds,0,0,mg/g,0,0,mg/g,6,FALSE,FALSE,$289.38,$289.38,$48.23,$68.99, - , - ,Parkland Flower,Parkland Flower,Fruit,"Fruit 10 Pack of Feminized Seeds
",Better / Mainstream,Hybrid,Wedding Cake x Cherry Pie,Alberta,,,Various,0.0,,,,,,10,g,10,1,10.0,10.16,10.16,15.24,300,Plastic Seed Vial,0.35,5.08,0.35,0.5,00628011893109,30628011893100
CNB-07404554,0,Frosted Fruit Cake 10 Pack of Feminized Seeds,88,Seeds,Seeds,0,0,mg/g,0,0,mg/g,6,FALSE,FALSE,$289.38,$289.38,$48.23,$68.99, - , - ,Parkland Flower,Parkland Flower,Float,"Float 10 Pack of Feminized Seeds
",Better / Mainstream,Indica,Mendo Blue Dream,Alberta,,,Various,0.0,,,,,,10,g,10,1,10.0,10.16,10.16,15.24,300,Plastic Seed Vial,0.35,5.08,0.35,0.5,00628011893178,30628011893179
CNB-07404555,0,Floral 10 Pack of Regular Seeds,0,Seeds,Seeds,0,0,mg/g,0,0,mg/g,6,FALSE,FALSE,$244.86,$244.86,$40.81,$58.49, - , - ,Parkland Flower,Parkland Flower,Floral,"Floral 10 Pack of Regular Seeds
",Better / Mainstream,Sativa,Green Crack x Lemon OG,Alberta,,,Various,0.0,,,,,,10,g,10,1,10.0,10.16,10.16,15.24,300,Plastic Seed Vial,0.35,5.08,0.35,0.5,00628011893086,30628011893087
CNB-07404556,0,Flavor 10 Pack of Feminized Seeds,0,Seeds,Seeds,0,0,mg/g,0,0,mg/g,6,FALSE,FALSE,$289.38,$289.38,$48.23,$68.99, - , - ,Parkland Flower,Parkland Flower,Flavor,"Flavor 10 Pack of Feminized Seeds
",Better / Mainstream,Hybrid,Violator Kush,Alberta,,,Various,0.0,,,,,,10,g,10,1,10.0,10.16,10.16,15.24,300,Plastic Seed Vial,0.35,5.08,0.35,0.5,00628011893239,30628011893230
CNB-07404557,0,Field 10 Pack of Regular Autoflower Seeds,0,Seeds,Seeds,0,0,mg/g,0,0,mg/g,6,FALSE,FALSE,$222.60,$222.60,$37.10,$52.99, - , - ,Parkland Flower,Parkland Flower,Field,"Field 10 Pack of Regular Autoflower Seeds
",Better / Mainstream,Indica,Northern Lights x Blue Cheese Auto,Alberta,,,Various,0.0,,,,,,10,g,10,1,10.0,10.16,10.16,15.24,300,Plastic Seed Vial,0.35,5.08,0.35,0.5,00628011893222,30628011893223
CNB-07404558,0,Fuel 10 Pack of Regular Seeds,0,Seeds,Seeds,0,0,mg/g,0,0,mg/g,6,FALSE,FALSE,$222.60,$222.60,$37.10,$52.99, - , - ,Parkland Flower,Parkland Flower,Fuel,"Fuel 10 Pack of Regular Seeds
",Better / Mainstream,Hybrid,Chem Berry Diesel,Alberta,,,Various,0.0,,,,,,10,g,10,1,10.0,10.16,10.16,15.24,300,Plastic Seed Vial,0.35,5.08,0.35,0.5,00628011893246,30628011893247
CNB-07404559,0,Flight Multi Pack of 18 Feminized Seeds,0,Seeds,Seeds,0,0,mg/g,0,0,mg/g,6,FALSE,FALSE,$534.24,$534.24,$89.04,$127.49, - , - ,Parkland Flower,Parkland Flower,Flight,"Flight Multi Pack of 18 Feminized Seeds
",Better / Mainstream,Blend,"Blueberry Auto, Afghani Kush Auto, Island Sweet Skunk Photo, Critical Magic Photo",Alberta,,,Various,0.0,,,,,,18,g,18,1,18.0,10.16,10.16,15.24,300,4 Plastic Seed Vials,0.35,12.02,0.35,0.5,00628011893147,30628011893148
CNB-07404560,0,Fertile Breeder Pack 20 Pack of Regular Seeds,0,Seeds,Seeds,0,0,mg/g,0,0,mg/g,6,FALSE,FALSE,$445.20,$445.20,$74.20,$105.99, - , - ,Parkland Flower,Parkland Flower,Fertile,"Fertile Breeder Pack 20 Pack of Regular Seeds
",Better / Mainstream,Blend,"Wedding Cake, Cindy in Vegas, Green Crack, Space Cake",Alberta,,,Various,0.0,,,,,,20,g,20,1,20.0,10.16,10.16,15.24,300,4 Plastic Seed Vials,0.35,12.02,0.35,0.5,00628011893161,30628011893162
CNB-07405391,0,Fuel 10 x 0.35g Pre-Rolls,86,Pre-Roll,Pre-Rolls,190,250,mg/g,0,30,mg/g,6,FALSE,FALSE,$125.94,$125.94,$20.99,$29.99, - , - ,Parkland Flower,Parkland Flower,Fuel - Blue Gelato 41,Fuel Pre-Rolls,Best / Premium,Hybrid,Single Strain,Alberta,,,Myrcene,40.0,Alpha/Beta Pinene,30.0,Linalool,30.0,"Fenchol,Guaiol,Terpineol,alpha-Pinene,alpha-Humulene",3.5,g,10,0.35,3.5,22.86,15.3,15.3,130,paper box,7.7,11.4,1.8,19.6,628011893550,30628011893551
CNB-07405392,0,Float 10 x 0.35g Pre-Rolls,79,Pre-Roll,Pre-Rolls,190,250,mg/g,0,30,mg/g,6,FALSE,FALSE,$125.94,$125.94,$20.99,$29.99, - , - ,Parkland Flower,Parkland Flower,Float - Frosted Fruit Cake,Float Pre-Rolls,Best / Premium,Hybrid,Frosted Fruit Cake,Alberta,,,Caryophyllene,40.0,Myrcene,35.0,Limonene,25.0,"beta-Pinene,Fenchol,Guaiol,Terpineol,Caryophyllene,Oxide,alpha-Humulene",3.5,g,10,0.35,3.5,22.86,15.3,15.3,130,paper box,7.7,11.4,1.8,19.6,628011893567,30628011893568
CNB-07405531,0,Blue Cherry Pie 3.5g Dried Flower,48,Dried Flower,Dried Flower,180,230,mg/g,0,30,mg/g,6,FALSE,FALSE,$155.16,$155.16,$25.86,$36.99, - , - ,Parkland Flower,Parkland Flower,FROST,FROST Dried Flower,Better / Mainstream,Hybrid,Blue Cherry Pie,Alberta,,,Beta Myrcene,1.0,Beta Caryophyllene,0.6,Limonene,0.5,"alpha-Humulene,beta-Pinene,alpha-Pinene,Guaiol,alpha-Bisabolol,Fenchol",3.5,g,1,3.5,3.5,7.62,22.86,15.24,470,"Glass, plastic lid",7,0,7,60,628011893512,30628011893513
CNB-07405532,0,Violator Kush 3.5g Dried Flower,1,Dried Flower,Dried Flower,90,120,mg/g,100,140,mg/g,6,FALSE,FALSE,$155.16,$155.16,$25.86,$36.99, - , - ,Parkland Flower,Parkland Flower,FLAVOR,FLAVOR Dried Flower,Better / Mainstream,Hybrid,Violator Kush,Alberta,,,Myrcene,1.0,Limonene,1.0,Alpha Pinene,0.75,"Trans-Caryophyllene,Linalool,alpha-Bisabolol,Terpineol,Fenchyl,Guaiol",3.5,g,1,3.5,3.5,7.62,22.86,15.24,470,"Glass, plastic lid",7,0,7,60,628011893598,30628011893599
CNB-07405533,0,Frosted Fruit Cake 3.5g Dried Flower,69,Dried Flower,Dried Flower,180,230,mg/g,0,30,mg/g,6,FALSE,FALSE,$155.16,$155.16,$25.86,$36.99, - , - ,Parkland Flower,Parkland Flower,FRUIT,FRUIT Dried Flower,Better / Mainstream,Hybrid,Frosted Fruit Cake/Cherry Cake,Alberta,,,Limonene,1.0,Beta Myrcene,1.0,Farnesene,0.5,"Trans-Caryophyllene,Alpha-Pinene,Ocimene,Beta-Pinene,Terpineol",3.5,g,1,3.5,3.5,7.62,22.86,15.24,470,"Glass, plastic lid",7,0,7,60,00628011893604,30628011893605
CNB-07405534,0,Thailand Wedding 3.5g Dried Flower,79,Dried Flower,Dried Flower,170,220,mg/g,0,30,mg/g,6,FALSE,FALSE,$155.16,$155.16,$25.86,$36.99, - , - ,Parkland Flower,Parkland Flower,FRESH,FRESH Dried Flower,Better / Mainstream,Hybrid,Thailand Wedding,Alberta,,,Alpha Pinene,1.0,Myrcene,0.5,Beta Caryophyllene,0.5,"beta-Pinene,Limonene,Linalool,Terpinolene",3.5,g,1,3.5,3.5,7.62,22.86,15.24,470,"Glass, plastic lid",7,0,7,60,'00628011893529,30628011893520
CNB-07604677,0,Kootenay Cookie 10 x 0.3g Pre-Rolls,119,Pre-Roll,Pre-Rolls,240,300,mg/g,1,10,mg/g,12,FALSE,FALSE,$270.36,$270.36,$22.53,$31.99, - , - ,Potanicals Green Growers,Craftport Cannabis,Kootenay Cookie,"Craftport Cannabis' Kootenay Cookie showcases the best in British Columbia craft bud. This indica-dominant strain is hand trimmed, hung to dry and cured to profection. These premium, straight pre-rolls provide the perfect smooth experience for the cannabis connoisseur. With an abundance in terpenes, this strain has a rich earthy nose and flavour. Craftport's 10x0.3g Kootenay Cookie pre-rolls are packaged in a fully recyclable, nitrogen-purged tin can to ensure this premium product is always fresh.
",Best / Premium,Indica,Kootenay Cookie,British Columbia,Kootenay Region,,Caryophyllene,31.0,Linalool,16.0,Myrcene,15.0,"Humulene,Nerolidol,Pinene",3,g,10,0.3,3.0,12.7,25.4,17.78,703,Tin,4.5,8.2,8.2,42.5,682355111039,10682355111036
CNB-07604678,0,Jellysickle 10 x 0.3g Pre-Rolls,177,Pre-Roll,Pre-Rolls,240,300,mg/g,1,10,mg/g,12,FALSE,FALSE,$270.36,$270.36,$22.53,$31.99, - , - ,Potanicals Green Growers,Craftport Cannabis,Jellysickle,"Craftport Cannabis' Jellysickle showcases the best in British Columbia craft bud. This indica-dominant strain is hand trimmed, hung to dry and cold cured to profection.  These premium, straight pre-rolls provide the perfect smooth experience for the cannabis connoisseur. This terpene rich strain has an earthy, fruity aroma with a sweet, woodsy taste. Craftport's 10x0.3g Jellysickle pre-rolls are packaged in a fully recyclable, nitrogen-purged tin can to ensure this premium product is always fresh.
",Best / Premium,Indica,Jellysickle,British Columbia,Kootenay Region,,Limonene,23.0,Caryophyllene,19.0,Linalool,14.0,"Selina,Germacrene,Guaiol",3,g,10,0.3,3.0,12.7,25.4,17.78,703,Tin,4.5,8.2,8.2,42.5,682355141036,10682355141033
CNB-07604873,0,Jellysickle 7g Dried Flower,128,Dried Flower,Dried Flower,240,300,mg/g,1,10,mg/g,12,FALSE,FALSE,$508.68,$508.68,$42.39,$60.99, - , - ,Potanicals Green Growers,Craftport Cannabis,Jellysickle,"Craftport Cannabis' Jellysickle showcases the best in British Columbia craft bud. This indica-dominant strain is hand trimmed, hung to dry and cold cured to profection.  These beautiful premium buds contain high THC and are sure to provide the ultimate experience. This terpene-rich strain has an earthy, fruity aroma with a sweet, woodsy taste. Craftport's 7g Jellysickle is packaged in a fully recyclable, nitrogen-purged tin can to ensure this premium product is always fresh.",Better / Mainstream,Indica,Jellysickle,British Columbia,Kootenay Region,,Limonene,23.0,Caryophyllene,19.0,Linalool,14.0,"Selina,Germacrene,Guaiol",7,g,1,7,7.0,12.7,25.4,17.78,1371,Tin,4.5,8.2,8.2,42.5,682355000470,10682355000477
CNB-07604874,0,Kootenay Crunch 7g Dried Flower,58,Dried Flower,Dried Flower,240,300,mg/g,1,10,mg/g,12,FALSE,FALSE,$508.68,$508.68,$42.39,$60.99, - , - ,Potanicals Green Growers,Craftport Cannabis,Kootenay Crunch,"Craftport Cannabis' Kootenay Crunch showcases the best in British Columbia craft bud. This indica-dominant strain is hand trimmed, hung to dry and cured to profection. These beautiful premium buds contain high THC and are sure to provide the ultimate experience. With an abundance in terpenes, this strain has a dank, woody nose with a rich sweet herbal flavour. Craftport's 7g Kootenay Crunch is packaged in a fully recyclable, nitrogen-purged tin can to ensure this premium product is always fresh.",Better / Mainstream,Indica,Kootenay Crunch,British Columbia,Kootenay Region,,Myrcene,41.0,Caryophyllene,17.0,Farnesene,12.0,"Pinene,Limonene,Linalool",7,g,1,7,7.0,12.7,25.4,17.78,1371,Tin,4.5,8.2,8.2,42.5,682355000272,10682355000279
CNB-07703377,0,Rock Star 3.5g Dried Flower,0,Dried Flower,Dried Flower,160,200,mg/g,0,20,mg/g,12,FALSE,FALSE,$248.04,$248.04,$20.67,$29.99, - , - ,Muskoka Grown,Muskoka Grown,Rock Star,"Rock Star has an intense, pungent kush-like smell with an undertone that is sweet and spicy. The flavour has mild hints of citrus  and vanilla and leaves a peppery aftertaste.
",Good / Value,Hybrid,Rock Star,Ontario,Muskoka,,Caryophyllene,49.0,Humulene,11.0,Borneol,11.0,Linalool,3.5,g,1,3.5,3.5,22.86,17.15,18.42,1500,metal tin,5.08,8.2,8.63,45.1,628504819111,10628504819361
CNB-07703414,0,Muskoka PV OG 14g Dried Flower,30,Dried Flower,Dried Flower,200,240,mg/g,0,10,mg/g,6,FALSE,FALSE,$349.80,$349.80,$58.30,$83.49, - , - ,Muskoka Grown,Muskoka Grown,Pink Vanilla OG,"Muskoka Kush is a 'Classic Kush' with the familiar sweet and gassy flavours you'd expect from an old-school Kush. This high-THC strain features strong aromas of earthy citrus, gassy diesel and subtle spice, with resin-covered dank buds showcasing dark orange coloured hairs. Muskoka Kush is positioned to provide premium potency and flavour at value prices.",Good / Value,Indica,OG Kush,Ontario,Muskoka,,Limonene,53.0,Myrcene,13.0,Alpha/Beta Pinene,11.0,,14,g,1,14,14.0,22.86,17.15,18.42,1500,Mylar Pouch,17.78,20.32,5,5,628504819296,10628504819460
CNB-07703415,0,Muskoka Fruit Pie 3.5g Dried Flower,0,Dried Flower,Dried Flower,200,240,mg/g,0,10,mg/g,12,FALSE,FALSE,$249.36,$249.36,$20.78,$29.99, - , - ,Muskoka Grown,Muskoka Grown,Fruit Pie,"Muskoka Fruit Pie is a potent strain that has a strong, sweet smell with hints of citrus, and is coated in a halo of trichomes.",Good / Value,Indica,Fruit Punch,Ontario,Muskoka,,Myrcene,50.0,Caryophyllene,24.0,Humulene,12.0,,3.5,g,1,3.5,3.5,22.86,17.15,18.42,1500,Metal Tin,4.5,8.2,8.63,45.1,628504819203,10628504819200
CNB-07703928,0,Chem OG 14g Dried Flower,0,Dried Flower,Dried Flower,220,270,mg/g,0,10,mg/g,6,FALSE,FALSE,$253.14,$253.14,$42.19,$59.99, - , - ,Muskoka Grown,Muskoka Grown,Chem OG,"A potent cultivar with classic OG characteristics, Chem OG is a full-bodied, high-THC hybrid with everything you would expect in taste, aroma and terpene profile. Coming from a classic lineage of Chemdog 91's diesel fuel and San Fernando Valley OG earthy undertones, this powerful variety offers a strong gas aroma offset by subtle notes of citrus and herbs. The tightly-wound, smaller buds are frosted beneath a thick coat of silver trichomes, often with a purple hue, mixed with dusted orange pistils. Chem OG produces a strong, skunky perfume with undertones of rubber when burned. Focused on delivering fresh product, Muskoka Grown packages its 3.5g tins using nitrogen flushing to protect terpenes and cannabinoids.",Good / Value,Indica,Chem OG,Ontario,Muskoka,,Myrcene,34.0,Pinene,31.0,Caryophyllene,24.0,Linalool,14,g,1,14,14.0,17.78,25.4,17.78,1500,Mylar Pouch,15.24,20.32,6.68,5,628504819418,10628504819477
CNB-07704855,0,Berry Smasher 28g Dried Flower,86,Dried Flower,Dried Flower,200,270,mg/g,0,20,mg/g,6,FALSE,FALSE,$623.28,$623.28,$103.88,$148.99, - , - ,Muskoka Grown,Muskoka Grown,Berry Smasher,Berry Smasher was selected in-house to deliver bold tasting fruit and flavour with strong visual appeal and a clean burn. Our small-batch cultivation is designed to bring out the best this genetic has to offer. We pack in nitrogen to preserve freshness and provide a great smoking experience right down to the last toke.,Ultra Value,Hybrid,GlueBerry,Ontario,,,Alpha Pinene,35.0,Beta Caryophyllene,34.0,Beta Myrcene,10.0,,28,g,1,28,28.0,15.4,22,15.4,200,Mylar,15,25,4,32,628504819685,10628504819682
