Type,SKU,Producer Type,Origin,Brand,Product Name,GTIN,Strain,Size (grams),THC %,CBD %,Terp %,Pack Date,Per Unit Cost,Qty/Case,Case Price,Cases Available,Quantity of Cases to Order,Total,,,INVEST  PER GRAM,,,,,,,,,
,PUR090152PU,,,Pure Extracts,Full Spectrum CBD Blend,00628634074152,Hybrid,1g,19.70%,65.7%,,03/25/2022,$23.96,12,$287.52,19,, $-   ,,,,,,,,,,,,
,PUR090190PU,,,Pure Extracts,Full Spectrum Super Lemon Haze,00628634074190,Sativa,1g,68.32%,<1%,,08/10/2022,$23.96,12,$287.52,7,, $-   ,,,,,,,,,,,,
,ROI090100HE,,,Roilty,Henry The Grape,00842572003900,Indica,1g,84.82%,<1%,,9/7/2022,$24.56,12,$294.72,8,, $-   ,,,,,,,,,,,,
,ROI090117HA,,,Roilty,Hawaiian Thunder Queen,00842572003917,Sativa,1g,85.82%,<1%,,9/6/2022,$24.56,12,$294.72,8,, $-   ,,,,,,,,,,,,
MIL090370BL,MIL090370BL,,,Synth,Blueberry All-In-One Vape Pen,00628110800770,Hybrid,.3g,70.30%,<1%,,8/10/2022,$18.15,12,$217.80,11,, $-   ,,,,,,,,,,,,
,MIL090387LI,,,Synth,Lime All-In-One Vape Pen,00628110800787,Hybrid,.3g,70.80%,<1%,,8/4/2022,$18.15,12,$217.80,20,, $-   ,,,,,,,,,,,,
,MIL090394PI,,,Synth, Pineapple All-In-One Vape Pen,00628110800794,Hybrid,.3g,71.10%,<1%,,8/10/2022,$18.15,12,$217.80,17,, $-   ,,,,,,,,,,,,
,TAN090510SK,,,Tantalus Labs,Sky Pilot,00695275000987,Hybrid,0.5g,89.40%,<1%,,1/27/2022,$16.49,12,$197.88,4,, $-   ,,,,,,,,,,,,
Vape Cartridges,WHI090110BL,,,White NGL, Blueberry Mountain Rush ,00843686036273,Indica,0.5g,78.20%,<1%,,12/1/2021,$25.38,12,$304.56,5,, $-   ,,,,,,,,,,,,
,WHI090110OR,,,White NGL,Orange Icicle,00843686037270,Indica,0.5g,84.52%,<1%,,9/24/2021,$25.38,12,$304.56,5,, $-   ,,,,,,,,,,,,
,XPL090166HA,,,XPLOR,***NEW*** Harmony 1:1,00628634064566,Hybrid,1g,40.94%,41.6%,,5/11/2022,$20.81,6,$124.86,23,, $-   ,BOGO,,,,,,,,,,,
,XPL090142PU,,,XPLOR,***NEW*** Purple Punch CBD,00628634064542,Hybrid,1g,<1%,77.02%,,5/11/2022,$20.00,6,$120.00,2,, $-   ,,,,,,,,,,,,
Vape Cartridges,Tinctures,,,,,,,,,,,,,,,*,,,,,,,,,,,,,,
,APO040130MA,,,Apothecary Labs,Mango Flavour - 10mg CBD Tincture,00877579000003,CBD,30ml,0.5mg/ml,10.58mg/ml,,3/10/2021,$5.00,6,$30.00,0,, $-   ,Save an additional $3.00 per unit,,,,,,,,,,,
,ATL040130TC,,,Atlas Thrive,Balanced 1:1 (Water Soluble),00872789000447,THC/CBD,30ml,10.90%,10.5%,,2/18/2022,$10.15,12,$121.80,3,, $-   ,,,,,,,,,,,,
,ATL040230CB,,,Atlas Thrive, CBD (Water Soluble),00872789000430,CBD,30ml,0%,17.1%,,1/12/2022 4/18/2022,$10.15,12,$121.80,5,, $-   ,,,,,,,,,,,,
,ATL040130TH,,,Atlas Thrive,THC (Water Soluble),00872789000423,THC,30ml,17.10%,0%,,1/14/2022,$10.15,12,$121.80,5,, $-   ,,,,,,,,,,,,
,GLA093003DI,,,Glacial Gold,Distilled CBD 50,006286334316603,CBD,30ml,0mg,50mg,,,$20.46,6,$122.76,0,, $-   ,,,,,,,,,,,,
,GLA093010DI,,,Glacial Gold,Distilled CBD 100,00628634316610,CBD,30ml,0mg,100mg,,,$33.96,6,$203.76,0,, $-   ,,,,,,,,,,,,
,GLA093027DI,,,Glacial Gold,Distilled CBD 200,00628634316627,CBD,30ml,0mg,200mg,,,$61.96,6,$371.76,0,, $-   ,,,,,,,,,,,,
,HEX091549CB,,,Hexo,CBD 200 ,00697238116049,CBD,15ml,0mg/ml,210mg/ml,,1/24/2022,$49.97,12,$599.64,4,, $-   ,Save $12.06 per unit,,,,,,,,,,,
,MAN093044DA,,,Mantra Cannabis,***NEW*** Dawn CBD 50 with SBT,00835861000247,CBD,30ml,0mg,51mg,,2/8/2022,$33.89,12,$406.68,18,, $-   ,,,,,,,,,,,,
,MAN093051DU,,,Mantra Cannabis,***NEW*** Dusk THC 30,00835861000254,THC,30ml,29mg,0mg,,2/4/2022,$28.24,12,$338.88,16,, $-   ,,,,,,,,,,,,
,MED040230CB,,,Medipharm Labs,CBD 25,00628639000859,CBD,30ml,0mg,25mg,,1/31/2022,$20.99,12,$251.88,14,, $-   ,,,,,,,,,,,,
,MED040230CD,,,Medipharm Labs,CBD 50,00628639000866,CBD,30ml,0mg,50mg,,2/5/2022,$38.49,12,$461.88,11,, $-   ,,,,,,,,,,,,
,MED040230BC,,,Medipharm Labs,CBD 100,00628639000699,CBD,30ml,0mg,100mg,,2/12/2022,$52.49,12,$629.88,19,, $-   ,,,,,,,,,,,,
,MED040130TH,,,Medipharm Labs,THC30,00628639000682,THC,30ml,30ml,0ml,,6/30/2022,$25.14,12,$301.68,21,, $-   ,,,,,,,,,,,,
,MED040230CG,,,Medipharm Labs,CBG:CBD 1:2 Advanced Formula,00628639001085,CBG/CBD,30ml,10mg CBG,20mg,,5/5/2022,$38.49,12,$461.88,17,, $-   ,,,,,,,,,,,,
,MED040230CN,,,Medipharm Labs,CBN 1:2 Nighttime Formula,00628639000811,THC/CBN,30ml,20mg,10mg CBN,,6/8/2022,$25.14,12,$301.68,34,, $-   ,,,,,,,,,,,,
,MED093072CB,,,Medipharm Labs,CBN:CBD 1:2 Relax Formula,00628639000972,CBN/CBD,30ml,10mg CBN,20mg,,1/23/2022,$25.14,12,$301.68,25,, $-   ,,,,,,,,,,,,
,NAN040115DO,,,Nano Cannabis,The DOZE Original,00599590000150,THC,15ml,10mg,0mg,,3/22/2022,$12.97,6,$77.82,21,, $-   , Save $1.50/unit,,,,,,,,,,,
,PHA040230CB,,,Pharm,CBD/Sea Buckthorn Softgels,00853861000223,CBD,30 Pkg,0mg,9.5mg,,12/8/2021,$13.56,12,$162.72,10,, $-   ,HUGE Deal !!!,,,,,,,,,,,
,RIL04009490,,,Rilaxe,***NEW***.  Aionia CBD 33,8.42572E+11,CBD,30ml,,36.7mg,,7/23/2022,$19.11,12,$229.32,15,, $-   ,,,,,,,,,,,,
,TRU040250NE,,,True North Cannabis,Nectar N-500,00627843762621,CBD,30ml,0mg/g,17.2mg/g,,,$9.96,12,$119.52,0,, $-   ,,,,,,,,,,,,
,VER062701YA,,,Veryvell,Yawn Drops (Water Soluable),00697238200274,THC,27ml,13.05mg/ml,0mg/ml,,6/9/2021,$20.50,12,$246.00,14,, $-   ,,,,,,,,,,,,
,VID040430BA,,,Vida,Balanced Oil,00628634064443,CBD/THC,30ml,15mg,15mg,,,$20.34,6,$122.04,0,, $-   ,,,,,,,,,,,,
Tinctures,VID040230CB,,,Vida,CBD Oil 50,00628634064436,CBD,30ml,0mg/ml,50mg/ml,,8/12/2022,$20.34,6,$122.04,8,, $-   ,,,,,,,,,,,,
Tinctures,Concentrates,,,,,,,,,,,,,,,*,,,,,,,,,,,,,,
,HEX091596TW,,,Bake Sale,Twist N' Drop Distillate Dispenser,00697238119996,Hybrid,1.5g,19.78-21.45%,49.56-50.2%,,10/20/2021 1/4/2022,$17.97,12,$215.64,6,, $-   ,Save $8.00/unit,,,,,,,,,,,
,BOX090115AL,,,BoxHot,Alien OG Distillate Dabber,00848876001215,Hybrid,1.2g,82.23-83.11%,<1%,,4/21/2022,$31.63,6,$189.78,19,, $-   ,,,,,,,,,,,,
,BOX090162CH,,,BoxHot,Cherry Kush Distillate Dabber,00848876001062,Indica,1.2g,82.88-83.2%,<1%,,4/20/2022,$31.63,6,$189.78,12,, $-   ,,,,,,,,,,,,
,BOX090179PE,,,BoxHot,Peach OG Distillate Dabber,00848876001079,Hybrid,1.2g,83.00%,<1%,,3/27/2022,$31.63,6,$189.78,23,, $-   ,,,,,,,,,,,,
,BOX090127HA,,,BoxHot,***NEW*** ICE Hawaiian THCa Diamonds,00848876002427,Sativa,1g,80.84%,<1%,,8/24/2022,$31.12,6,$186.72,100,, $-   ,,,,,,,,,,,,
,EMB05103134,,,Embark Bubbleman,Bubble Hash,00822558000369,Indica,1g,63.70%,<1%,,3/2/2022,$25.14,12,$301.68,5,, $-   ,,,,,,,,,,,,
,EMB090145HA,,,Embark Bubbleman, Live Hash Rosin,00822558000345,Hybrid,1g,60.91%,<1%,5.96%,6/15/2022,$32.69,12,$392.28,9,, $-   ,,,,,,,,,,,,
,GRE090186AF,,,Greybeard, Afghani Drifter Live Resin,00826494000186,Hybrid,0.5g,72.83%,<1%,11.04%,,$20.22,12,$242.64,0,, $-   ,,,,,,,,,,,,
,GRE090187KI,,,Greybeard,KISH Live Resin Sauce,00826494000087,Indica,0.5g,41.29%,<1%,26.57%,7/26/2022,$15.79,12,$189.48,21,, $-   ,,,,,,,,,,,,
,GRE090794DI,,,Greybeard,Diamonds,00826494000094,Hybrid,.75g,85.40%,<1%,,9/26/2022,$33.51,12,$402.12,17,, $-   ,,,,,,,,,,,,
,GRE090123NU,,,Greybeard,Nuken Badder ,00826494000223,Hybrid,1g,76.84%,<1%,3.46%,9/20/2022,$28.45,12,$341.40,14,, $-   ,,,,,,,,,,,,
,GRE090163SL,,,Greybeard,SLK Live Resin,00826494000063,Sativa,1g,72.81%,<1%,10.04%,,$37.94,12,$455.28,1,, $-   ,,,,,,,,,,,,
,HAS090194CO,,,HashCo,Cold Tumbled Resin,00835861000094,Indica,1g,31.50%,<1%,18.1%,4/28/2022,$10.17,12,$122.04,4,, $-   ,,,,,,,,,,,,
,HAS090100GO,,,HashCo,Gold Seal Hash,0083586100100,Hybrid,1g,32.00%,<1%,17.3%,5/30/2022,$14.13,12,$169.56,7,, $-   ,,,,,,,,,,,,
HAS05205951,HAS05205951,,,HashCo,***NEW*** Blonde Hash,00835861000186,Hybrid,2g,30.00%,<1%,18.6%,6/10/2022,$22.60,12,$271.20,16,, $-   ,,,,,,,,,,,,
,JAN090102BL,,,Jane and Juice, MTL Blond Hash,00055661100002,Indica,1g,61.66%,<1%,,12/2/2021,$26.16,12,$313.92,6,, $-   ,,,,,,,,,,,,
,JAN090102SU,,,Jane and Juice,MTL Sugar Hash,00055661100019,Indica,1g,71.15%,<1%,,12/13/2021,$25.56,12,$306.72,8,, $-   ,,,,,,,,,,,,
,NOR05204340,,,***SK LP*** North 40 Cannabis,***NEW*** El Gordo,00811615002101,Sativa,2g,53.50%,<1%,4.1%,10/3/2022,$27.96,12,$335.52,8,, $-   ,,,,,,,,,,,,
,NOR05201492,,,***SK LP*** North 40 Cannabis,Farm Gas Traditional Hash,00811615000992,Indica,2g,45.68%,<1%,,,$27.96,6,$167.76,14,, $-   ,,,,,,,,,,,,
,NOR090110PL,,,***SK LP*** North 40 Cannabis,Platinum OG Hash Rosin,00811615000152,Indica,0.5g,68.22%,<1%,11.4%,5/14/2021,$16.10,12,$193.20,11,, $-   ,,,,,,,,,,,,
,NOR090210SO,,,***SK LP*** North 40 Cannabis,Sourdough Traditional Hash,00811615001241,Indica,2g,49.20%,<1%,3.8%,3/4/2022,$29.96,12,$359.52,6,, $-   ,,,,,,,,,,,,
,HEX090110DU,,,Original Stash,Klik (Durban),00697238112300,Hybrid,1g,74.6-76.2%,<1%,,2/2/2022 3/9/2022,$23.97,12,$287.64,1,, $-   ,Save $2.13 per unit,,,,,,,,,,,
,PHY090195BL,,,Phyto,Blue Gorilla OG Shatter,00842572003795,Hybrid,1g,78.31%,<1%,2.52%,,$30.51,12,$366.12,0,, $-   ,,,,,,,,,,,,
,PHY090188DB,,,Phyto,D Bubba Shatter,00842572003788,Indica,1g,72.47%,<1%,5.12%,,$30.51,12,$366.12,0,, $-   ,,,,,,,,,,,,
,PHY090171PI,,,Phyto,Pink Kush Shatter,00842572003771,Indica,1g,72.06%,<1%,4.25%,,$30.51,12,$366.12,0,, $-   ,,,,,,,,,,,,
,POO090118DI,,,Poolboy,Diamonds,00853589000318,Hybrid,1g,87.26%,<1%,,9/16/2022,$32.63,6,$195.78,30,, $-   ,,,,,,,,,,,,
,ROI090179CA,,,Roilty,Catacomb Kush Shatter,00842572003979,Indica,1g,76.54%,<1%,4.57%,,$22.59,12,$271.08,10,, $-   ,,,,,,,,,,,,
,ROI05108016,,,Roilty,***NEW***Her Magesty's Melons Live Resin,00842572005492,Hybrid,1g,68.54,<1%,7.83%,5/28/2022,$29.96,12,$359.52,11,, $-   ,,,,,,,,,,,,
,ROI05103077,,,Roilty,***NEW***King's Kush Live Resin,00842572005485,Indica,1g,67.85,<1%,5.74%,5/30/2022,$29.96,12,$359.52,14,, $-   ,,,,,,,,,,,,
,ROI090186MO,,,Roilty,Mountain Kush Shatter,00842572003986,Indica,1g,79.94,<1%,3.20%,8/12/2022,$22.59,12,$271.08,20,, $-   ,,,,,,,,,,,,
,ROI090166PR,,,Roilty, Priest's Punch Live Resin,00842572002866,Indica,1g,68.53%,<1%,5.75%,4/15/2022,$29.42,12,$353.04,0,, $-   ,,,,,,,,,,,,
,ROI090103PU,,,Roilty,Sugar Wax (Purple Dream),00842572002903,Indica,1g,82.71%,<1%,3.0%,8/22/2022,$22.59,12,$271.08,22,, $-   ,,,,,,,,,,,,
,ROI090142WH,,,Roilty,Sugar Wax (White Knight),00842572002842,Indica,1g,82.91%,<1%,0.82%,6/3/2022,$22.59,12,$271.08,12,, $-   ,,,,,,,,,,,,
,SIM05207246,,,Simply Bare,***NEW***.  Island Pink Hash (Selects),00688318002215,Hybrid,2g,36.22%,<1%,3.19%,9/14/2022,$27.43,6,$164.58,14,, $-   ,,,,,,,,,,,,
,RUB09027150,,,Simply Bare, BC Organic Sour Cookies Hash,00688318001171,Sativa,2g,23.98%,<1%,1.89%,12/15/2021,$24.97,6,$149.82,8,, $-   ,Save $2.46 per unit,,,,,,,,,,,
,TAN090110OR,,,Tantalus Labs,Dry Sift Hash (Blood Orange),00695275000642,Indica,1g,32.59%,<1%,,1/4/2022,$18.08,6,$108.48,6,, $-   ,,,,,,,,,,,,
Concentrates,TRU090145CB,,,True North Cannabis, CBD Isolate,00627843762645,Hybrid,1g,0mg,996mg,,8/14/2021,$14.97,12,$179.64,5,, $-   , Save $15.70/unit,,,,,,,,,,,
Concentrates,Beverages,,,,,,,,,,,,,,,*,,,,,,,,,,,,,,
,HYT063501LE,,,HYTN,Lemongrass Ginger (plus Non Refundable Enviro Charge & Container Fee),00876560000039,THC,355ml,10mg,<1%,,11/22/2021,$3.65,12,$43.80,23,, $-   , Save $0.50/unit,,,,,,,,,,,
,HYT063501RO,,,HYTN,Rosewater Lemonade (plus Non Refundable Enviro Charge & Container Fee),00876560000015,THC,355ml,10mg,<1%,,3/30/2022,$3.65,12,$43.80,11,, $-   , Save $0.50/unit,,,,,,,,,,,
,HYT063501WA,,,HYTN,Watermelon Mint (plus Non Refundable Enviro Charge & Container Fee),00876560000022,THC,355ml,10mg,<1%,,,$3.65,12,$43.80,0,, $-   , Save $0.50/unit,,,,,,,,,,,
,LIT063501LI,,,Little Victory,Lime Celtzer (plus Non Refundable Enviro Charge & Container Fee),00697238205088,THC/CBD,355ml,2.5mg,2.5mg,,3/1/2022,$3.67,12,$44.04,11,, $-   ,,,,,,,,,,,,
,LIT063501RA,,,Little Victory,Raspberry Celtzer (plus Non Refundable Enviro Charge & Container Fee),00697238205095,THC/CBD,355ml,2.5mg,2.5mg,,3/14/2022,$3.67,12,$44.04,0,, $-   ,,,,,,,,,,,,
,LIT06506878,,,Little Victory,Sparkling Peach (plus Non Refundable Enviro Charge & Container Fee),00697238205125,THC/CBD,355ml,2.5mg,2.5mg,,6/9/2022,$3.67,12,$44.04,8,, $-   ,,,,,,,,,,,,
XMG061010BL,XMG061010BL,,,XMG,Black Cherry (plus Non Refundable Enviro Charge & Container Fee),00697238203114,THC,236ml,10mg,0mg,,,$5.25,12,$63.00,0,, $-   ,,,,,,,,,,,,
,XMG061010BR,,,XMG,Blue Raspberry (plus Non Refundable Enviro Charge & Container Fee),00697238203091,THC,236ml,10mg,0mg,,,$5.25,12,$63.00,0,, $-   ,,,,,,,,,,,,
,XMG061010CI,,,XMG,Citrus (plus Non Refundable Enviro Charge & Container Fee),00697238203053,THC,236ml,10mg,0mg,,,$5.25,12,$63.00,0,, $-   ,,,,,,,,,,,,
,XMG063501CR,,,XMG,Cream Soda (plus Non Refundable Enviro Charge & Container Fee),00697238203176,THC,355ml,10mg,0mg,,,$5.25,12,$63.00,0,, $-   ,,,,,,,,,,,,
,XMG061010LE,,,XMG,Lemon Iced Tea (plus Non Refundable Enviro Charge & Container Fee),00697238203129,THC,236ml,10mg,0mg,,3/15/2022,$5.25,12,$63.00,4,, $-   ,,,,,,,,,,,,
,XMG061010MA,,,XMG,Mango Pineapple (plus Non Refundable Enviro Charge & Container Fee),00697238203015,THC,236ml,10mg,0mg,,3/24/2022,$5.25,12,$63.00,7,, $-   ,,,,,,,,,,,,
,XMG063501OR,,,XMG, Orange Soda (plus Non Refundable Enviro Charge & Container Fee),00697238203169,THC,355ml,10mg,0mg,,,$5.25,12,$63.00,0,, $-   ,,,,,,,,,,,,
,XMG063501RO,,,XMG,Root Beer (plus Non Refundable Enviro Charge & Container Fee),00697238203152,THC,355ml,10mg,0mg,,,$5.25,12,$63.00,0,, $-   ,,,,,,,,,,,,
,XMG061010TR,,,XMG,Tropical Fruit (plus Non Refundable Enviro Charge & Container Fee),00697238203008,THC,236ml,10mg,0mg,,,$5.25,12,$63.00,0,, $-   ,,,,,,,,,,,,
,XMG061010WA,,,XMG,Watermelon (plus Non Refundable Enviro Charge & Container Fee),00697238203060,THC,236ml,10mg,0mg,,2/16/22,$5.25,12,$63.00,4,, $-   ,,,,,,,,,,,,
Beverages,Edibles,,,,,,,,,,,,,,,*,,,,,,,,,,,,,,
,ATL06107460,,,Atlas,***NEW*** Vanilla 20:1 CBD:THC Gum,00872789001406,CBD/THC,10mg,10mg,200mg,,2/11/2022,$8.44,12,$101.28,14,, $-   ,,,,,,,,,,,,
,BEI040210CB,,,Being,CBD Oral Strips,00826494000025,CBD,10 x 10mg,0mg,10mg,,3/22/2022,$20.25,12,$243.00,28,, $-   ,,,,,,,,,,,,
,BEI040110TH,,,Being,THC Oral Strips,0082649400018,THC,10 x 10mg,10mg,0mg,,9/19/2022,$20.25,12,$243.00,14,, $-   ,,,,,,,,,,,,
,DYN06003412,,,DynaDream,***NEW*** CBG Asain Pear 1:1,00664983010106,CBG/CBD,30 x 10mg,300mg CBG,300mg,,9/3/2022,$20.33,12,$243.96,18,, $-   ,,,,,,,,,,,,
,DYN061007LE,,,DynaDream,Lemon Ginger CBN Soft Chews 10:1,00664983030005,CBN/CBD,7 x 20mg,14mg CBN,140mg,,3/14/2022,$10.16,12,$121.92,1,, $-   ,,,,,,,,,,,,
,DYN06005525,,,DynaDream,***NEW*** Lemon Ginger CBN Soft Chews 2:1,00664983010090,CBN/CBD,30 x 10mg,150mg CBN,300mg,,9/9/2022,$20.33,6,$121.98,20,, $-   ,,,,,,,,,,,,
,DYN061030AP,,,DynaDream, Apple Cider Vinegar,00664983010007,CBD,30 x 10mg,0mg,300mg,,8/17/2022,$15.58,6,$93.48,5,, $-   ,,,,,,,,,,,,
,DYN062530BL,,,DynaDream,Blueberry Acai,00664983010083,CBD,30 x 25mg,0mg,750mg,,8/24/2022,$20.33,6,$121.98,28,, $-   ,,,,,,,,,,,,
,DYN061030PO,,,DynaDream,Pomegranate,00664983010046,CBD,30 x 10mg,0mg,300mg,,8/21/2022,$15.58,6,$93.48,0,, $-   ,,,,,,,,,,,,
,DYN061060PO,,,DynaDream,Pomegranate,00664983010076,CBD,60 x 10mg,0mg,600mg,,8/3/2022,$20.33,6,$121.98,31,, $-   ,,,,,,,,,,,,
,EME091084SY,,,Emerald Health ,Sync Tabs (Cherry),00847023001184,THC,10 x 1mg,10mg,0mg,,6/24/2021,$9.00,24,$216.00,1,, $-   , Save $8.40/unit,,,,,,,,,,,
Edibles,EME091091SY,,,Emerald Health ,Sync Tabs (Mint),00847023001191,THC,10 x 1mg,10mg,0mg,,7/23/2021,$9.00,24,$216.00,2,, $-   , Save $8.40/unit,,,,,,,,,,,
,FEA060808OR,,,Feather,Orange Citrus THC Rapid Spray,00848876001451,THC,8.23ml,26.70%,<1%,,8/10/2022,$18.65,12,$223.80,14,, $-   ,,,,,,,,,,,,
,FLY061010GR,,,Fly North,Grape Canyon,00627987805659,THC,1 x 10mg,10mg,0mg,,4/28/2022,$2.57,24,$61.68,1,, $-   ,,,,,,,,,,,,
,FLY061010KE,,,Fly North,Key Lime Pie,00627987805635,THC,1 x 10mg,10mg,0mg,,9/20/2022,$2.57,24,$61.68,25,, $-   ,,,,,,,,,,,,
,FLY06002585,,,Fly North,***NEW*** SOUR Passion Fruit,0062798780561,THC,1 x 10mg,10mg,0mg,,9/20/2022,$2.57,24,$61.68,25,, $-   ,,,,,,,,,,,,
,FLY06004442,,,Fly North,***NEW*** SOUR Thimbleberry,00627987805628,THC,1 x 10mg,10mg,0mg,,9/20/2022,$2.57,24,$61.68,25,, $-   ,,,,,,,,,,,,
,FLY061010WA,,,Fly North, Watermelon Splash,00627987805642,THC,1 x 10mg,10mg,0mg,,,$2.57,24,$61.68,0,, $-   ,,,,,,,,,,,,
,NOR061010HA,,,***SK LP*** North 40 Cannabis,Almond Brittle (Hash Rosin Infused),00811615000954,THC,1 x 10mg,10mg,0mg,,3/10/2022,$6.76,12,$81.12,6,, $-   ,,,,,,,,,,,,
,POC060205BL,,,Pocket Fives,Blue Raspberry,00664983020006,THC,2 x 5mg,10mg,0mg,,,$3.10,12,$37.20,0,, $-   ,,,,,,,,,,,,
,POC060502CO,,,Pocket Fives,Cola 1:1,00664983020037,THC/CBD,2 x 5mg:5mg,5mg,5mg,,,$3.10,12,$37.20,0,, $-   ,,,,,,,,,,,,
,POC060502OR,,,Pocket Fives, Orange Vanilla 1:1,00664983020044,THC/CBD,2 x 5mg:5mg,10mg,10mg,,5/25/2022,$3.10,12,$37.20,8,, $-   ,,,,,,,,,,,,
,PUR063005BL,,,Pure Chews,CBD 50 (Blue Raspberry),00628634074534,CBD,5 x 3g,0mg,11.2mg,,10/27/2021,$6.28,12,$75.36,16,, $-   ,,,,,,,,,,,,
,PUR063005BR,,,Pure Chews,CBD 100 (Blue Raspberry),00628634074558,CBD,5 x 36g,0mg,18.8mg,,,$9.43,12,$113.16,0,, $-   ,,,,,,,,,,,,
Edibles,PUR063005FI,,,Pure Chews,Fire Burst ,00628634074503,THC,5 x 3g,10mg,0mg,,7/13/2021 7/28/2021,$1.50,24,$36.00,8,, $-   ,Sell at 2 for $5 and still make 40% GM,,,,,,,,,,,
,SUN060205BL,,,Sunshower,Blood Orange,00664983000046,THC/CBD,10 x 5mg,10mg,50mg,,4/19/2022,$3.94,12,$47.28,27,, $-   ,,,,,,,,,,,,
,SUN060210BL,,,Sunshower,CBN Blueberry Moon 2:1,00664983000060,THC/CBD,10 x 2mg,10mg,CBN 20mg,,6/25/2022,$6.09,12,$73.08,43,, $-   ,,,,,,,,,,,,
,SUN06004466,,,Sunshower,***NEW*** Delta 8 Solar Punch,00664983000091,THC/Delta8,10 x 10mg,10mg ,100mg Delta 8,,9/5/2022,$10.16,12,$121.92,128,, $-   ,,,,,,,,,,,,
,SUN061020FR,,,Sunshower,Fruit Stand Variety (CBD) ,00664983000077,CBD,10 x 10mg,0mg,100mg,,4/18/2022,$10.16,12,$121.92,13,, $-   ,,,,,,,,,,,,
,SUN060205MA,,,Sunshower,Mango Tangerine,00664983000022,THC,5 x 2mg,10mg,0mg,,2/9/2022,$3.94,12,$47.28,20,, $-   ,,,,,,,,,,,,
,SUN060205SO,,,Sunshower,Sour Cherry,00664983000039,THC,10 x 1mg,10mg,0mg,,6/16/2022,$3.94,12,$47.28,29,, $-   ,,,,,,,,,,,,
,SUN060205WA,,,Sunshower,Watermelon Lemonade,00664983000008,THC,5 x 2mg,10mg,0mg,,5/9/2022,$3.94,12,$47.28,8,, $-   ,,,,,,,,,,,,
,SUN060205WI,,,Sunshower,Wild Strawberry,00664983000015,THC,5 x 2mg,10mg,0mg,,5/11/2022,$3.94,12,$47.28,25,, $-   ,,,,,,,,,,,,
,WAB060205DO,,,Wabi Sabi,Double Dark Chocolate,00843686053973,THC,2 x 5mg,10mg,0mg,,12/29/2021,$6.75,12,$81.00,51,, $-   ,,,,,,,,,,,,
,WAB060205DA,,,Wabi Sabi,Dark Chocolate Heart,00843686053188,THC,2 x 5mg,10mg,0mg,,1/26/2022,$5.25,12,$63.00,2,, $-   ,,,,,,,,,,,,
,WAB061001DA,,,Wabi Sabi,"Dark Chocolate ""420""",00843686053225,THC,1 x 10mg,10mg,0mg,,3/9/2022,$3.47,12,$41.64,14,, $-   ,Save $3.28 per unit,,,,,,,,,,,
,WAB061001MI,,,Wabi Sabi,"Milk Chocolate ""420""",00843686053218,THC,1 x 10mg,10mg,0mg,,2/23/2022,$3.47,12,$41.64,4,, $-   ,Save $3.28 per unit,,,,,,,,,,,
,WHI060404BL,,,White Rabbit ,Craft Blackberry Lemonade,00628011376022,THC/CBD,10mg Pkg,10mg,20mg,,9/13/2022,$4.85,12,$58.20,20,, $-   ,,,,,,,,,,,,
,WHI060204BL,,,White Rabbit ,Craft Blueberry,00628011376015,THC,10mg Pkg,10mg,0mg,,9/2/2022,$4.85,12,$58.20,31,, $-   ,,,,,,,,,,,,
,WHI060404RA,,,White Rabbit,Raspberry White Chocolate 1:1,00628011376060,THC/CBD,4 Pkg,10mg,10mg,,9/2/2022,$4.85,12,$58.20,23,, $-   ,,,,,,,,,,,,
,WHI060204SO,,,White Rabbit,Craft Sour Peach,00628011376039,THC,10mg Pkg,10mg,0mg,,9/2/2022,$4.85,12,$58.20,32,, $-   ,,,,,,,,,,,,
Edibles,WHI060404ST,,,White Rabbit,Craft Strawberry Fig Balsamic,00628011376107,CBD,4 Pkg,0mg,40mg,,9/21/2021,$2.00,12,$24.00,41,, $-   ,Save $2.56 per unit,,,,,,,,,,,
Edibles,WHI060410ST,,,White Rabbit,Craft Strawberry Fig Balsamic,00628011376091,CBD,10 Pkg,0mg,100mg,,9/22/2021,$4.00,12,$48.00,8,, $-   ,Save $5.99 per unit,,,,,,,,,,,
Edibles,Topicals,,,,,,,,,,,,,,,*,,,,,,,,,,,,,,
Edibles,APO088080AP,,,Apothecary Botanticals,3:1 Roll-On ,00628341031349,THC/CBD,88ml,0.6mg/ml,0.26mg/ml,,,$12.50,12,$150.00,0,, $-   ,,,,,,,,,,,,
,ATL090586TH,,,Atlas Thrive,Balanced CBD:THC Transdermal Patch,00872789000386,THC/CBD,0.5g,10.3mg,10mg,,,$7.80,12,$93.60,0,, $-   ,,,,,,,,,,,,
,ATL080505CB,,,Atlas Thrive,CBD Transdermal Patch,00872789000379,CBD,0.5g,0mg,20mg,,,$7.80,12,$93.60,0,, $-   ,,,,,,,,,,,,
,TRA086006HI,,,Transit,High Potency Alleviating Oil,00848876001178,THC/CBD,60g,300mg,400mg,,,$23.87,12,$286.44,0,, $-   ,,,,,,,,,,,,
,EVE081414BO,,,Eve & Co.,The Boss Bath Bomb,00685960002372,THC/CBD,150g,100mg,100mg,,7/20/2022,$11.25,12,$135.00,7,, $-   ,,,,,,,,,,,,
,EVE081414DR,,,Eve & Co.,The Dreamer Bath Bomb,00685960002396,THC/CBD,140g,100mg,100mg,,,$11.25,12,$135.00,0,, $-   ,,,,,,,,,,,,
