Type,SKU,Producer Type,Origin,Brand,Product Name,GTIN,Strain,Size (grams),THC %,CBD %,Terp %,Pack Date,Per Unit Cost,Qty/Case,Case Price,Cases Available,Quantity of Cases to Order,Total,,,INVEST  PER GRAM,,,,,,,,,
,NOR090545FA,,,***SK LP*** North 40 Cannabis,Farm Gas  Diamond Infused Magnum (Concentrate),00811615001845,Indica,3 x 0.5g,41.20%,<1%,,5/11/2022,$25.43,12,$305.16,0,, $-   ,,,,,,,,,,,,
,NOR020101FA,,,***SK LP*** North 40 Cannabis,Farm Gas THCa Diamond Infused Blunt (Concentrate),00811615001838,Indica,1 x 1g,41.20%,<1%,,,$19.35,12,$232.20,0,, $-   ,,,,,,,,,,,,
,NOR090510PL,,,***SK LP*** North 40 Cannabis, Platinum OG Infused (Concentrate),00811615000923,Hybrid,3 x 0.5g,38.16%,<1%,2.6%,,$17.56,12,$210.72,0,, $-   ,,,,,,,,,,,,
,POO05091043,,,Poolboy,***NEW*** Ice Infused,00853589000349,Hybrid,1 x 0.75g,41.18%,<1%,,9/12/2022,$14.69,12,$176.28,15,, $-   ,,,,,,,,,,,,
,POO093532DI,,,Poolboy,Diamond Infused ,00853589000332,Hybrid,8 x 0.35g,33.94%,<1%,,7/11/2022,$36.01,6,$216.06,22,, $-   ,,,,,,,,,,,,
,POO020405SU,,,Poolboy,Sunshine Infused,00853589000462,Hybrid,5 x 0.4g,47.99%,<1%,,,$33.60,6,$201.60,0,, $-   ,,,,,,,,,,,,
,Pre-Rolls,,,,,,,,,,,,,,,*,,,,,,,,,,,,,,
,APO020101GR,,,Apothecary,Grandpa's Stash,00877579000867,Hybrid,1 x 1g,19.58%,<1%,,,$6.17,24,$148.08,0,, $-   ,,,,,,,,,,,,
,RUB020503LI,,,BC Organic,Lime Mi'jito,00688318001218,Sativa,3 x 0.5g,29.00%,<1%,2.41%,9/6/2022,$17.08,24,$409.92,17,, $-   ,,,,,,,,,,,,
,BLK020101CH,,,BLK MKT,Cherry Punch,00628504701324,Indica,1 x 1g,20.42%,<1%,,,$6.97,12,$83.64,0,, $-   ,,,,,,,,,,,,
,COM020510AM,,,Common Ground,Amherst Sour Diesel,00879282000547,Sativa,10 x 0.5g,20.28%,<1%,,09/01/22,$17.84,12,$214.08,0,, $-   ,,,,,,,,,,,,
,COM020510MA,,,Common Ground,Master Kush,00879282000509,Indica,10 x 0.5g,21.01%,<1%,,08/29/22,$17.84,12,$214.08,0,, $-   ,,,,,,,,,,,,
,COO020101AP,,,Cookies,***NEW*** Apples and Bananas,00628242260275,Hybrid,1 x 1g,24.93%,<1%,,08/22/22,$11.65,12,$139.80,16,, $-   ,,,,,,,,,,,,
,COO020101E8,,,Cookies,***NEW*** E85,00628242264099,Hybrid,1 x 1g,27.44%,<1%,,07/05/22,$11.65,12,$139.80,15,, $-   ,,,,,,,,,,,,
,COO020101GE,,,Cookies,***NEW*** Georgia Pie,00628242263368,Indica,1 x 1g,24.73%,<1%,,09/22/22,$11.65,12,$139.80,14,, $-   ,,,,,,,,,,,,
,COO020101GP,,,Cookies,***NEW*** GP20,00628242263870,Hybrid,1 x 1g,20.91%,<1%,,06/02/22,$11.65,12,$139.80,13,, $-   ,,,,,,,,,,,,
,COO020101LO,,,Cookies,***NEW*** London Pound Cake,00628242263603,Indica,1 x 1g,23.88%,<1%,,08/09/22,$11.65,12,$139.80,14,, $-   ,,,,,,,,,,,,
,COO020101PI,,,Cookies,***NEW*** Pink Rozay,00628242263740,Indica,1 x 1g,22.52%,<1%,,06/10/22,$11.65,12,$139.80,6,, $-   ,,,,,,,,,,,,
CYP020502KM,CYP020502KM,,,Cypress Craft,Kmintz,00689285002130,Hybrid,2 x 0.5g,23.23%,<1%,,,$6.22,48,$298.56,0,, $-   ,,,,,,,,,,,,
,EMB090252HA,,,Embark Bubbleman, Hash Hits,00822558000352,Indica,5 x 0.2g,32.29%,<1%,,,$15.10,12,$181.20,0,, $-   ,,,,,,,,,,,,
,DEL020502BL,,,Delta 9,Bliss,00689285000013,Hybrid,2 x 0.5g,15.78%,<1%,,7/9/22,$4.80,24,$115.20,50,, $-   ,,,,,,,,,,,,
,DEL022504GR,,,Delta 9,Growers Reserve Stubbies,00689285002253,,4 x 0.25g,17.97%,<1%,,9/14/22,$6.50,24,$156.00,19,, $-   ,,,,,,,,,,,,
,DEL020101PR,,,Delta 9,Prairie Blaze,00689285002666,Hybrid,2 x 0.5g,24.98%,<1%,,8/11/22,$6.22,24,$149.28,0,, $-   ,,,,,,,,,,,,
,DEL02091102,,,Delta 9,Private Stash Stubbies,00689285002246,Hybrid,4 x 0.25g,24.65%,<1%,,7/26/22,$7.06,24,$169.44,18,, $-   ,,,,,,,,,,,,
,DEL020502TW,,,Delta 9,Twist,00689285001003,Hybrid,2 x 0.5g,19.42%,<1%,,7/22/22,$5.37,24,$128.88,61,, $-   ,,,,,,,,,,,,
,GAG020503ET,,,Gage,***NEW*** Ether OG,00628242264228,Indica,3 x .5g,27.3%,<1%,,9/1/2022,$14.01,12,$168.12,2,, $-   ,,,,,,,,,,,,
,GRE020503FP,,,Greybeard,FPOG (Fruity Pebbles OG),00826494000339,Indica,3 x 0.5g,23.6%,<1%,,7/11/2022,$11.23,12,$134.76,30,, $-   ,,,,,,,,,,,,
,GHO02102233,,,Ghost Drops,***NEW***.  Z-Splitter Blunt,00872789001345,Hybrid,1 x 1,25.2%,<1%,,5/7/2022,$10.74,12,$128.88,29,, $-   ,,,,,,,,,,,,
,HAR020310CH,,,Harts, Charlotte's Angel CBD,00835861000117,Sativa,10 x 0.35g,<1%,5.4%,,9/13/2022,$8.85,12,$106.20,30,, $-   ,,,,,,,,,,,,
,HAR020310JU,,,Harts,Jungle Cake,00835861000506,Sativa,10 x 0.35g,21.90%,<1%,,9/13/2022,$20.88,12,$250.56,70,, $-   ,,,,,,,,,,,,
,HAR020310KU,,,Harts,Kush Mintz,00835861000513,Hybrid,10 x 0.35g,30.10%,<1%,,9/8/2022,$20.88,12,$250.56,36,, $-   ,,,,,,,,,,,,
,HAR020310PI,,,Harts,Pink Gas,00835861000131,Hybrid,10 x 0.35g,19.90%,<1%,,9/13/2022,$16.74,12,$200.88,37,, $-   ,,,,,,,,,,,,
,HAR020310BI,,,Harts,Biscotti Gushers,00835861000124,Hybrid,10 x 0.35g,24.60%,<1%,,9/18/2022,$16.74,12,$200.88,77,, $-   ,,,,,,,,,,,,
,LII020101BA,,,Liiv,Bali Kush,00841464000300,Indica,1 x 1g,23.39%,<1%,,,$6.05,24,$145.20,0,, $-   ,,,,,,,,,,,,
,LII020101OR,,,Liiv,Orange Monkey,00841464002205,Indica,1 x 1g,21.09%,<1%,,,$6.05,24,$145.20,0,, $-   ,,,,,,,,,,,,
,LII020101RO,,,Liiv,Route 66,00841464002106,Indica,1 x 1g,23.49%,<1%,,,$6.05,24,$145.20,0,, $-   ,,,,,,,,,,,,
,LII020101SO,,,Liiv,Something About Larry,00841464002151,Sativa,1 x 1g,21.02%,<1%,,,$6.05,24,$145.20,0,, $-   ,,,,,,,,,,,,
,LOU090154BE,,,The Loud Plug,Benny Blunto (Blunts),00836780000554,Indica,1 x 1g,24.61%,<1%,2.67%,,$8.12,12,$97.44,0,, $-   ,,,,,,,,,,,,
,LOU020503BE,,,The Loud Plug,Benny Blunto Guava Biscotti BLUNT,00836780000325,Indica,3 x 0.5g,22.41%,<1%,3.2%,,$13.99,12,$167.88,0,, $-   ,,,,,,,,,,,,
,LOU020503EX,,,The Loud Plug, Exotic Gas,00836780000998,Indica,3 x 0.5g,23.55%,<1%,3.18%,5/17/2022 7/5/2022,$11.20,12,$134.40,17,, $-   ,,,,,,,,,,,,
,LOU020503PE,,,The Loud Plug,Peanut Butter  ,00086780001018,Indica,3 x 0.5g,23.42%,<1%,2.47%,,$11.20,12,$134.40,0,, $-   ,,,,,,,,,,,,
,LOU020503VE,,,The Loud Plug,Venom OG,00836780001001,Indica,3 x 0.5g,24.61%,<1%,2.67%,,$11.20,12,$134.40,0,, $-   ,,,,,,,,,,,,
,MTL020503CO,,,MTL Cannabis,Cookies N' Cream,00628176600925,Indica,3 x 0.5g,23.50%,<1%,,9/7/2022,$10.82,24,$259.68,12,, $-   ,,,,,,,,,,,,
,MTL020503SA,,,MTL Cannabis,Sage N' Sour,00628518000031,Hybrid,3 x 0.5g,25.60%,<1%,,9/7/2022,$10.82,24,$259.68,20,, $-   ,,,,,,,,,,,,
,MTL020503ST,,,MTL Cannabis,***NEW*** Strawberry N' Mintz,00628518000260,Sativa,3 x 0.5g,24.60%,<1%,,9/7/2022,$10.82,24,$259.68,9,, $-   ,,,,,,,,,,,,
Pre-rolls,MUS020507CH,,,Muskoka Grown,Chem OG,00628504819135,Indica,7 x 0.5g,20.01%,<1%,,,$14.96,12,$179.52,0,, $-   ,,,,,,,,,,,,
,NAT02059121,,,Natural History,***NEW***.  Garlicane,00872789001505,Hybrid,3 x 0.5g,23.2%,<1%,3.30%,4/29/2022,$12.51,12,$150.12,25,, $-   ,,,,,,,,,,,,
,NAT020503LA,,,Natural History,LA Kush Cake,00628250992151,Hybrid,3 x 0.5g,23.9%,<1%,2.20%,8/25/2022,$12.51,12,$150.12,9,, $-   ,,,,,,,,,,,,
,NOR02057329,,,***SK LP*** North 40 Cannabis,***NEW***El Gordo,00811615002071,Sativa,3 x 0.5g,30.06%,<1%,4.60%,9/1/2022,$10.99,24,$263.76,160,, $-   ,,,,,,,,,,,,
,NOR02104497,,,North 40 Cannabis,Ladies Night,00811615000497,Indica,1 x 1,27.6%,<1%,3.60%,,$8.10,12,$97.20,0,, $-   ,,,,,,,,,,,,
,NOR02051254,,,North 40 Cannabis,Ladies Night,00811615000459,Indica,3 x 0.5g,27.60%,<1%,3.60%,6/10/2022,$10.06,12,$120.72,0,, $-   ,,,,,,,,,,,,
,NOR020503PL,,,North 40 Cannabis,Platinum OG,00811615000053,Indica,3 x 0.5g,22.00%,<1%,2.60%,,$8.99,12,$107.88,0,, $-   ,,,,,,,,,,,,
,NOR020503RA,,,North 40 Cannabis,Rainbow Pie,00811615001913,Sativa,3 x 0.5g,30.13%,<1%,3.20%,,$10.20,12,$122.40,0,, $-   ,,,,,,,,,,,,
,OAK020305SP,,,Oakum Cannabis,Spire Mazzberry,00628678177086,Hybrid,5 x 0.3g,19.42%,<1%,,,$9.56,12,$114.72,0,, $-   ,,,,,,,,,,,,
,POO020305BR,,,Poolboy,***NEW Format*** Bruce,00853589000011,Hybrid,5 x 0.35g,20.41%,<1%,,9/15/2022,$11.46,12,$137.52,50,, $-   ,,,,,,,,,,,,
,POO020410BR,,,Poolboy,Bruce,00853589000202,Hybrid,10 x 0.4g,22.96%,<1%,,9/15/2022,$18.98,12,$227.76,50,,,,,,,,,,,,,,
,POO02058764,,,Poolboy,***NEW*** Mixer,00853589000497,,10 x 0.4g,26.79%,<1%,,8/12/2022,$24.74,12,$296.88,50,,,,,,,,,,,,,,
,POO020410RA,,,Poolboy,Raspberry Cough,00853589000141,Hybrid,10 x 0.4g,18.33%,<1%,,9/12/2022,$22.04,12,$264.48,20,, $-   ,,,,,,,,,,,,
,POO020410ST,,,Poolboy,Strawberry Banana,00853589000158,Hybrid,10 x 0.4g,19.69%,<1%,,,$22.04,12,$264.48,0,, $-   ,,,,,,,,,,,,
,POO020305KI,,,Poolboy,King Tut,00853589000035,Sativa,5 x 0.35g,18.47%,<1%,,,$11.46,12,$137.52,0,, $-   ,,,,,,,,,,,,
,PRA020502PO,,,Prairie Craft,Powdered Donuts,00689285002628,Indica,2 x 0.5g,25.50%,<1%,,9/11/2022,$6.78,24,$162.72,25,, $-   ,,,,,,,,,,,,
,RED020503BL,,,Red Barn, Blackberry Gelato,00811615001425,Indica,3 x 0.5g,22.21%,<1%,,5/31/2022,$9.32,12,$111.84,17,, $-   ,,,,,,,,,,,,
,RED020503CA,,,Red Barn,Captain Kush,00811615001494,Indica,3 x 0.5g,26.12%,<1%,2.30%,6/8/2022,$9.32,12,$111.84,25,, $-   ,,,,,,,,,,,,
,RUB020503WH,,,Simply Bare,BC Organic White Rntz,00688318001713,Hybrid,3 x 0.5g,23.27%,<1%,2.85%,,$17.08,24,$409.92,0,, $-   ,,,,,,,,,,,,
,SIM02050431,,,Simply Bare,***NEW***.  Duct Tape (Selects),00688318002383,Hybrid,3 x 0.5g,27.10%,<1%,2.18%,9/13/2022,$17.08,24,$409.92,6,, $-   ,,,,,,,,,,,,
,SKO020503DA,,,Skosha,Mirage Plus,00628504385197,Indica,3 x 0.5g,25.10%,<1%,2.10%,9/23/2022,$11.30,12,$135.60,10,, $-   ,,,,,,,,,,,,
,SKO020503DA,,,Skosha,Dartmouth Kush,00628504385401,Hybrid,3 x 0.5g,24.35%,<1%,3.50%,9/23/2022,$11.30,12,$135.60,20,, $-   ,,,,,,,,,,,,
,TAN020503BD,,,Tantalus Labs,Black Diamond,00695275001151,Indica,3 x 0.5g,23.54%,<1%,,5/24/2022,$9.77,24,$234.48,8,, $-   ,,,,,,,,,,,,
,TAN020507KU,,,Tantalus Labs,Kush Punch,00695275001021,Hybrid,7 x 0.5g,25.75%,<1%,,3/24/2022,$17.40,12,$208.80,22,, $-   ,,,,,,,,,,,,
,TAN020503LA,,,Tantalus Labs,LA Kush Cake,00695275000703,Indica,3 x 0.5g,21.36%,<1%,,,$9.77,24,$234.48,0,, $-   ,,,,,,,,,,,,
,TAN020503MO,,,Tantalus Labs,More Cowbell,00695275000895,Hybrid,3 x 0.5g,28.15%,<1%,,,$9.77,24,$234.48,0,, $-   ,,,,,,,,,,,,
,TAN020503PA,,,Tantalus Labs,Pacific OG,00695275000468,Hybrid,3 x 0.5g,24.88%,<1%,,8/25/2022,$9.77,24,$234.48,8,, $-   ,,,,,,,,,,,,
,TAN020503WE,,,Tantalus Labs, Wedding Crashers,00695275001113,Indica,3 x 0.5g,22.33%,<1%,,5/5/2022,$9.77,24,$234.48,10,, $-   ,,,,,,,,,,,,
,TOB02057781,,,TobaGrown,Toba Rolls Lemon Creamcake,00842572005584,Sativa,3 x 0.5g,21.87%,<1%,,3/24/2022,$14.07,12,$168.84,47,, $-   ,,,,,,,,,,,,
,VIR020503CA,,,Viridis Cannabis, Cali OG Haze,00671697351579,Hybrid,3 x 0.5g,24.73%,<1%,,,$13.42,12,$161.04,0,, $-   ,,,,,,,,,,,,
,VIR020503CH,,,Viridis Cannabis,Chocolope,00671697171573,Sativa,3 x 0.5g,24.20%,<1%,,,$14.13,12,$169.56,0,, $-   ,,,,,,,,,,,,
,VIR020503GI,,,Viridis Cannabis,Girl Scout Cookies,00671697151575,Hybrid,3 x 0.5g,22.95%,<1%,,4/25/2022,$13.42,12,$161.04,10,, $-   ,,,,,,,,,,,,
,VIR020503VA,,,Viridis Cannabis,Vault,00671697521576,Indica,3 x 0.5g,28.66%,<1%,,,$14.13,12,$169.56,0,, $-   ,,,,,,,,,,,,
,VIR020503VO,,,Viridis Cannabis,Vortex,00671697511577,Sativa,3 x 0.5g,22.96%,<1%,,,$14.13,12,$169.56,0,, $-   ,,,,,,,,,,,,
,WIL020310BL,,,Wildlife,***NEW*** Blackberry Gelato ,00628639001450,Indica,10 x 0.3g,23.13%,<1%,,6/27/2022,$16.40,12,$196.80,41,, $-   ,,,,,,,,,,,,
,XSC020514FL,,,Xscape, Flix N' Chill,00841464002175,Indica,14 x 0.5g,19.51%,<1%,,,$33.84,12,$406.08,0,, $-   ,,,,,,,,,,,,
,Vape Cartridges,,,,,,,,,,,,,,,*,,,,,,,,,,,,,,
,BRA090100GO,,,Bravo 6,Going Dark Vape Cartridge,00628634064900,Indica,1g,87.05%,<1%,,5/12/2022,$25.99,12,$311.88,0,, $-   ,,,,,,,,,,,,
,BRA090117RI,,,Bravo 6,Rising Sun Vape Cartridge,00628634064917,Sativa,1g,85.56%,<1%,,8/24/2022,$25.99,12,$311.88,0,, $-   ,,,,,,,,,,,,
,BOX090174AL,,,BoxHot,Alien OG,00848876000874,Hybrid,1.2g,81.02%,<1%,,7/13/2022,$31.63,12,$379.56,76,, $-   ,,,,,,,,,,,,
,BOX090150CH,,,BoxHot,Cherry Kush,00848876000850,Indica,1.2g,81.80%,<1%,,9/10/2022,$31.63,12,$379.56,75,, $-   ,,,,,,,,,,,,
,BOX090111CO,,,BoxHot,***NEW*** Couch Lock Kush CBN ,00848876001611,Indica,1.2g,54.28%,28.31% CBN,,7/14/2022,$32.36,12,$388.32,26,, $-   ,,,,,,,,,,,,
,BOX090167PE,,,BoxHot,Peach OG,00848876000867,Hybrid,1.2g,81.70%,<1%,,9/6/2022,$31.63,12,$379.56,75,, $-   ,,,,,,,,,,,,
,COM090172HA,,,Common Ground,Full Spectrum Hash Plant,00879282000196,Hybrid,1g,80.00%,<1%,,5/9/2022,$25.99,12,$311.88,1,, $-   ,,,,,,,,,,,,
,COM090196MA,,,Common Ground,Master Kush,00879282000196,Indica,1g,81.76%,<1%,,7/27/2022,$25.99,12,$311.88,5,, $-   ,,,,,,,,,,,,
,COT090148SO,,,Coterie Brands,***NEW*** Sour Tangerine Live Resin,00628634064948,Sativa,1g,86.10%,<1%,4.65%,,$30.96,6,$185.76,0,, $-   ,,,,,,,,,,,,
,DEL07109035,,,Delta 9,***NEW*** Blast,00689285002482,Hybrid,1g,77.41%,<1%,,7/5/2022,$31.64,12,$379.68,5,, $-   ,,,,,,,,,,,,
,DEL07105504,,,Delta 9,***NEW*** Harmony,00689285002499,Hybrid,1g,40.57%,38.8%,,7/4/2022,$31.64,12,$379.68,4,, $-   ,,,,,,,,,,,,
,FEA090111GG,,,Feather,Full Spectrum GGZ,00848876000751,Indica,1g,84.09%,<1%,,1/21/2022,$27.69,12,$332.28,12,, $-   ,,,,,,,,,,,,
,FEA090116GH,,,Feather, Ghost Train Haze,00848876001116,Sativa,1g,84.12%,<1%,,9/6/2022,$27.69,12,$332.28,25,, $-   ,,,,,,,,,,,,
,FEA090182ME,,,Feather,Melon Bubble Haze,00848876000782,Sativa,1g,84.60%,<1%,,8/31/2022,$25.99,12,$311.88,50,, $-   ,,,,,,,,,,,,
,FEA090175TH,,,Feather ,Mint Kush,00848876000775,Indica,1g,84.50%,<1%,,8/18/2022,$25.99,12,$311.88,50,, $-   ,,,,,,,,,,,,
,FEA090199TW,,,Feather,Twisted Tangie,00848876000799,Hybrid,1g,82.27%,<1%,,2/2/2022,$25.99,12,$311.88,54,, $-   ,,,,,,,,,,,,
,FLO090510SL,,,FLO,Slurricane (Strawberry),00628634074404,Indica,0.5g,84.59%,<1%,,8/22/2022,$10.96,12,$131.52,13,, $-   ,,,,,,,,,,,,
F,FLO090510SU,,,FLO,Super Silver Haze,0062863404398,Sativa,0.5g,83.60%,<1%,5.29%,8/22/2022,$10.96,12,$131.52,5,, $-   ,,,,,,,,,,,,
,FLO090510WI,,,FLO,Wifi OG (Mango),0062863407381,Hybrid,0.5g,84.53%,<1%,5.14%,8/22/2022,$10.96,12,$131.52,0,, $-   ,,,,,,,,,,,,
,FUE090174CA,,,Fuego,Cannacino,00628634064474,Hybrid,1g,86.26%,<1%,,,$25.99,12,$311.88,0,, $-   ,,,,,,,,,,,,
,FUE090110CH,,,Fuego,Cherry Blossom OG,00628634064641,Hybrid,1g,85.67%,<1%,,7/5/2022,$25.99,12,$311.88,0,, $-   ,,,,,,,,,,,,
,FUE090110CI,,,Fuego,Citrus Vibe,00628634064399,Hybrid,1g,85.07%,<1%,,4/20/22,$25.99,12,$311.88,9,, $-   ,,,,,,,,,,,,
,FUE090129PI,,,Fuego,Pink Kush,00628634064429,Hybrid,1g,80.88%,<1%,,8/12/2022,$25.99,12,$311.88,7,, $-   ,,,,,,,,,,,,
,FUE090110SI,,,Fuego,Simply Grape,00628634064405,Hybrid,1g,85.37%,<1%,,,$25.99,12,$311.88,0,, $-   ,,,,,,,,,,,,
,FUE090165ST,,,Fuego,Strawberry Cannacolada,00628634064665,Hybrid,1g,86.57%,<1%,,6/10/2022,$25.99,12,$311.88,5,, $-   ,,,,,,,,,,,,
,FUE090112WE,,,Fuego,Wedding Crasher,00628634064412,Hybrid,1g,86.51%,<1%,,5/13/2022,$25.99,12,$311.88,9,, $-   ,,,,,,,,,,,,
,GLA090116AN,,,Glacial Gold,Anytime 1:1 Vape (Berry Lemonade),00628634316016,Hybrid,1g,42.00%,42%,,,$19.96,6,$119.76,0,, $-   ,,,,,,,,,,,,
,GLA090139SE,,,Glacial Gold,Session Vape (Berry Lemonade),00628634316139,Hybrid,1g,82.00%,<1%,,,$23.96,6,$143.76,0,, $-   ,,,,,,,,,,,,
,GLA090109AN,,,Glacial Gold,Anytime 1:1 (Glacial Fresh Mint),00628634316009,Hybrid,1g,42.00%,42%,,6/1/2022,$19.96,6,$119.76,11,, $-   ,,,,,,,,,,,,
,GLA090122SE,,,Glacial Gold,Session (Glacial Fresh Mint),00628634316122,Hybrid,1g,82.00%,<1%,,,$23.96,6,$143.76,1,, $-   ,,,,,,,,,,,,
,GLA090161AN,,,Glacial Gold,Anytime 1:1 (Sparkling Grape),00628634316016,Hybrid,1g,42.00%,42.0%,,,$19.96,6,$119.76,2,, $-   ,,,,,,,,,,,,
,GLA090160SE,,,Glacial Gold,Session Vape (Sunshine Punch),00628634316160,Hybrid,1g,82.00%,<1%,,,$23.96,6,$143.76,0,, $-   ,,,,,,,,,,,,
,GRE090509AF,,,Greybeard, Afghani Drifter,00826494000209,Hybrid,0.5g,78.66%,<1%,9.32%,3/21/2022,$21.92,12,$263.04,29,, $-   ,,,,,,,,,,,,
,GRE090115BA,,,Greybeard,Banana Milkshake OG,00826494000261,Indica,1g,71.67%,<1%,11.45%,9/19/2022,$31.61,12,$379.32,27,, $-   ,,,,,,,,,,,,
,GRE090130CU,,,Greybeard,Cured Resin (Nuken),00826494000230,Indica,1g,80.15%,<1%,3.75%,9/20/2022,$31.61,12,$379.32,16,, $-   ,,,,,,,,,,,,
,GRE090532KI,,,Greybeard,KISH,00826494000032,Indica,0.5g,72.10%,<1%,15.15%,3/22/2022,$21.92,12,$263.04,12,, $-   ,,,,,,,,,,,,
,GRE090108LI,,,Greybeard, Live Resin (Alien Zour Zmoothie),00826494000308,Indica,1g,74.98%,<1%,10.01%,9/26/2022,$31.61,12,$379.32,24,, $-   ,,,,,,,,,,,,
,GRE090549SL,,,Greybeard,SLK ,00826494000049,Sativa,0.5g,76.43%,<1%,10.4%,9/19/2022,$21.92,12,$263.04,18,, $-   ,,,,,,,,,,,,
,HEX010510BU,,,Hexo,Bubba Kush,00697238114335,Indica,.5g,58.17%,19.26,,9/9/2021,$11.97,12,$143.64,12,, $-   ,Save $2.99 per unit,,,,,,,,,,,
,HYC090190AC,,,Hycycle,Ace Passion,00848876000690,Indica,1g,85.75%,<1%,,,$31.36,12,$376.32,0,, $-   ,,,,,,,,,,,,
,HYC090183BA,,,Hycycle,Balanced 1:1 (Orange Cookies),00848876001383,Sativa,1g,40.73%,40.47%,8.6%,5/6/2022,$21.12,12,$253.44,37,, $-   ,,,,,,,,,,,,
,HYC010110IN,,,Hycycle,Indica (Wappa),00848876000249,Indica,1g,81.45%,<1%,5.7%,2/21/2022,$25.99,12,$311.88,58,, $-   ,,,,,,,,,,,,
,HYC090110HY,,,Hycycle,Hybrid (Mac-1),00848876000256,Hybrid,1g,83.72%,<1%,,7/25/2022,$25.99,12,$311.88,56,, $-   ,,,,,,,,,,,,
,HYC090157MO,,,Hycycle, Move 221 CBG (Dancehall x Shiatsu),00848876001857,Sativa,1g,33.29%,32.85% CBD 16.93% CBG,,5/11/2022,$21.88,12,$262.56,51,, $-   ,,,,,,,,,,,,
,HYC090136RA,,,Hycycle,RAW,00848876000836,Hybrid,1g,88.80%,<1%,,4/27/2022,$25.99,12,$311.88,98,, $-   ,,,,,,,,,,,,
,HYC090110SA,,,Hycycle,Sativa (Lemon Riot),00848876000263,Sativa,1g,82.48%,<1%,4.2%,3/29/2022,$25.99,12,$311.88,41,, $-   ,,,,,,,,,,,,
Vape Cartridges,NAT090584AC,,,Natural History,AC/DC Cookies,00628250992984,Hybrid,0.5g,20.70%,<1%,18.9%,,$14.00,12,$168.00,0,, $-   ,,,,,,,,,,,,
Vape Cartridges,NAT090560LA,,,Natural History, LA Kush Cake,00628250992960,Indica,0.5g,59.10%,<1%,10.9%,10/12/2021 11/8/2021,$14.00,12,$168.00,2,, $-   ,Save $5.96/ unit,,,,,,,,,,,
,NOR090110FA,,,***SK LP*** North 40 Cannabis,Farm Gas ,00811615001036,Indica,1g,75.32%,<1%,8.6%,3/29/2022,$34.96,6,$209.76,11,, $-   ,,,,,,,,,,,,
,NOR090111PL,,,***SK LP*** North 40 Cannabis,Platinum OG,00811615000961,Hybrid,1g,71.40%,<1%,11.6%,3/29/2022,$34.96,6,$209.76,6,, $-   ,,,,,,,,,,,,
,NOR090152CB,,,Northbound,CBD,00628639000552,Hybrid,1g,<1%,59.7%,,,$30.79,12,$369.48,0,, $-   ,,,,,,,,,,,,
,NOR090189CB,,,Northbound,CBN:CBD ,006286639000989,Indica,1g,22.1 CBN,47.1%,,11/30/2021,$30.79,12,$369.48,33,, $-   ,,,,,,,,,,,,
,NOR090128CB,,,Northbound,CBN,00628639000828,Indica,1g,49.60%,24.8 CBN,,2/15/2022,$30.79,12,$369.48,33,, $-   ,,,,,,,,,,,,
,NOR090115CB,,,Northbound,CBG:CBD,00628639001115,Hybrid,1g,19.5 CBG,40.2%,,4/25/2022,$30.79,12,$369.48,18,, $-   ,,,,,,,,,,,,
,NOR090110CO,,,Northbound,Connect,00628639000576,Hybrid,1g,81.10%,<1%,,1/19/2022,$30.79,12,$369.48,4,, $-   ,,,,,,,,,,,,
,NOR090110FO,,,Northbound,Focus ,00628639000705,Hybrid,1g,58.4-58.8%,18.5-20.1%,,3/16/2021 10/27/2021,$30.79,12,$369.48,5,, $-   ,,,,,,,,,,,,
,OAK090524DI,,,Oakum,Discover GCG,00628678177024,Indica,0.5G,71.80%,<1%,,,$11.98,12,$143.76,0,, $-   ,,,,,,,,,,,,
,PHY090510BL,,,Phyto,BlueBerry,00842572003955,Indica,0.5g,85.40%,<1%,,,$15.26,12,$183.12,0,, $-   ,,,,,,,,,,,,
,PHY090110BL,,,Phyto,BlueBerry,00842572000008,Indica,1g,86.36%,<1%,,,$29.96,12,$359.52,0,, $-   ,,,,,,,,,,,,
,PHY090156BL,,,Phyto,Blue Raspberry 1:1,00842572003115,Hybrid,1g,43.88%,44.27%,,04/19/2022,$29.96,12,$359.52,11,, $-   ,,,,,,,,,,,,
PHY090178BL,PHY090178BL,,,Phyto,Black Cherry Punch,00842572003078,Hybrid,1g,87.09%,<1%,,,$29.96,12,$359.52,0,, $-   ,,,,,,,,,,,,
,PHY090110GR,,,Phyto,Green Apple,00842572004174,Hybrid,1g,82.63%,<1%,,,$29.96,12,$359.52,0,, $-   ,,,,,,,,,,,,
PHY090510PI,PHY090510PI,,,Phyto,Pineapple Express ,00842572003931,Hybrid,0.5g,85.67%,<1%,,06/29/2022,$15.26,12,$183.12,1,, $-   ,,,,,,,,,,,,
,PHY090132WA,,,Phyto,Watermelon,00842572003832,Indica,1g,84.11%,<1%,,05/28/2022,$29.96,12,$359.52,3,, $-   ,,,,,,,,,,,,
,PUR090137HI,,,Pure Extracts,***NEW*** High THC 9 Pound Hammer,00628634074237,Indica,1g,87.80%,<1%,,08/05/2022,$25.99,12,$311.88,17,, $-   ,,,,,,,,,,,,
,PUR090176PU,,,Pure Extracts,Full Spectrum Grand Daddy Purple Vape Cart,00628634074176,Indica,1g,68.30%,<1%,,08/05/2022,$23.96,12,$287.52,6,, $-   ,,,,,,,,,,,,
